text,sentiment
It was never able to hook up with my computer.Sent it back.Got my money back right away.no problem .,negative
"Returned within the first week. It didn't perform as advertised, and despite being fully charged, wouldn't wirelessly connect to any devices.",negative
"Worked as expected, no problems so far.  Running a strip of LED's",negative
"I think this little cube is very cute, however I think Sony could have done much better with the design of the buttons.  The slide button for the alarm is something from 20 years ago and mine came loose making it difficult to use.  The little slide has to stop in the center for the alarm buzzer, or the next groove for the radio.  It is hard to tell which it is in.  The other buttons are unhandy and not easy to see (and I have good eyesight).  I just threw mine in the trash tonight.",positive
I love this speaker!<br /><br />Pros: It's great for in the bathroom (especially if kids like to listen to music while taking a bath). I haven't had to charge it yet after a week of varied use.<br /><br />Cons: the range seems really good as long as there are no obstacles. As soon as you walk behind a wall or go into a closet it gets pretty choppy.,positive
"It's not a boom box but for its size, the performance is amazing. Definitely better and louder sound than my tablet or cell phone speakers. Works great in office environments or casual settings without too much background noise. Use it every day for about 8 hours straight. Really impressed with the battery life. It's tiny! Love it.",positive
It did not work for me. I can not get a refund. I had to buy a FM transmitter. Lost my money.,positive
Really liked but have already broken two pairs. Not sure about quality.,negative
"Sound quality is terrible, so much mid you can't understand what being said and the battery life is terrible too. Maybe 2 1/2 to 3 hrs of run time fully charged.",negative
"Goed geluid, blijft wel niet altijd goed rond mijn oren zitten",positive
"Doesn't serve the purpose for which it was purchased.<br />Digital Input doesn't accept digital output signal from LG Television.,for which the amp was purchased",positive
It was not usable for the application that I bought it for. This is more usable in a garage application,positive
"I was excited to be able to review the Snug Plug n Play Kids Headphones because my son enjoys spending time on the computer. He often plays games that have sound and he also has some homework reading assignments that have sound. If anyone else is watching tv, it is hard for my son to hear the sound from the computer and it's hard for the person watching tv to hear the tv. So, these headphones seemed like a good solution. As soon as I opened the package, and my son saw the headphones, he kept begging me to open them, so he could try them out. I picked the color green for the headphones because he loves the Ninja Turtles. He is able to plug them in the computer himself and can unplug them if needed. He likes that you can adjust the size to fit your head, that they're green, that they're comfortable, and that he can hear the sound better when they're on. He is very happy with the Snug Plug n Play Kids Headphones. He wears them all the time!<br /><br />**I did receive a sample of the product in exchange for this review and post, however all opinions expressed are my own.**",positive
works great saw the reviews on the cheapies not holding up.  So i bought this more expensive one.  It works great and super easy to change out anyone can do it.,positive
what a great product. i recently found myself with an overabundance of AA batteries and wanted something it use them for. it charges a cell phone great and while it wont charge a tablet it can extend the battery life a bit. i would like to see this in a 2amp tablet compatible version.,positive
Work fine until the battery swells up and dies. You will be unable to get the battery out to replace and thus need to replace the entire unit.,positive
"I still can't receive NBC that is the channel I can not receive from other product. ABC and CBS were working perfectly for about two weeks. Two weeks later ABC starting pause every 10 seconds. CBS was gone. I have refresh the setup and move around the antian, the issue still the same.<br />I'm not live at metropolitan area but its not too far from the City. However my received channels are very limited. Most of good signal channels either religious or shopping channels.",positive
This device is not working as intended. I am unable to get video output unless I only have one HDMI device connected. I am having to manually plug and unplug the cable.  This device is defective.,negative
Difficult to use. Poor user manual that doesn't explain the features well. Unable to pick up local AM stations or any SW. Not good value for the price. Another poor product from China.,positive
"This little speaker does the job.  I got it after listening to it in the Sprint store, where they sell it for $150.  But I opted for the Amazon deal...who doesn't...of $115.<br /><br />Straight out the box it had a little charge, but I charged it to full capacity before trying it out.  Getting a full charge on the thick cable it comes with takes no time at all.  Power it up, connect to bluetooth and you're off to listening.  It connects up to 3 phones at a time, which is great.  1 person can be playing their music, and if one of the other 2 people want to change it up they can just press play on their phones and it'll take over the beats.  Sometimes this can be a bit frustrating if you're listening to your jam...but it's all good...just steal the play back!<br /><br />The sound is aweome.  It has bass that'll make you take a double look to see if it's really coming out of this little speaker.  I'm a fiend about clear tones, and the Charge 2 has it.  You can hear sounds in songs you never realized were even in the song.<br /><br />The battery lasts a decent amount of time. We like to listen to music so it's on constantly and it goes all over the house and yard with us.  I'd say we get about 6-7 hours on a charge. It says 4 on the box, so maybe I just got a good one, but i lasts much longer than 4 hours.<br /><br />Compared to other speakers, this is a great deal for the price.  We considered the UE Boom, but I liked the crispness of the sound on the JBL Charge 2 better.<br /><br />Now I will tell you, we tried this out in the boat and were a little disappointed.  The sounds just didn't carry in the wind.  The loudness in the house and on the carport are amazing. Don't get this if you want a sound stage in the boat.  Otherwise it's awesome.",negative
A battery is a battery.  I wish they had provisions to recycle the old.  They did not.  The real APC does.  FYI: my local battery recycler would not except the old battery.  They have a weight limit of 7 lbs.  These weigh 35.  So it's getting harder and harder to dispose of them legally.,positive
My Xbox isn't on for more than 2 hours a day. All of a sudden I heard a loud pop and my system shut off and I can smell a burnt plastic aroma. What a POS. Do not buy.,negative
"Simple to install, very sturdy.  I'm buying a second one.",positive
"The clock was delivered partly defective, but enough functioned that I elected to retain the device.",positive
"The product is fine, and the instructions eventually made sense. What knocked off two stars? The instructions show several QR codes that link to an assembly instruction video, apps, etc. None of them work. They all return blank pages. I was able to manually find the &#34;assembly instruction&#34; video and it was just a generic Kim Kommando video that did not seem to apply to this item. I found my own apps on the App Store, but I was a little miffed that one of the things that set this model apart (lots of cheaper models don't provide any apps or video instruction) didn't work.<br /><br />Oh, and the cheapo two-sided tape doesn't work to hold the last piece in place. But that's not a huge quibble.",negative
They automatically adjust the volume so it never gets too loud - great for kids. We brought these on a 28 hour road trip for our 2.5 year old. They were the best. Thing. Ever. I can only listen to &#34;Despicable Me&#34; so many times in a row...but with these Pandas - it was PERFECT!,positive
"The cable seemed to have good construction; however, it did not get the kind of bandwidth I had expected. I was driving a Dell U2515H monitor from my AMD R7-240 video card; the best resolution I could get using this cable was 2048x1152. That's the same resolution I got with my DVI single link cable. With a Displayport connection, I am getting 2560x1440 @75Hz. So, if you don't need to get past 2048x1152 @60Hz, the cable is fine. Otherwise, not so much.",positive
"These headphones are comfortable, adjustable and sound great. The cable doesn't tangle easily and is thick enough that I don't have to worry about my cats chewing through it. However, I wish there was a way to make it fit more tightly, as it is very apparent that they could sound even better if not for the relaxed fit.",positive
"Using it since five years in SEP. All in all my experience is that hearing protection is as good or even better with Sennheiser HME 100 (my previous headset), which costs nearly three times less(!). Advantages of A20 over HME are nice optical design and Bluetooth feature. Also, with AUX audio cable one can listen to music in amazing Hi-Fi quality on the ground. But these features are not really worth the price in my opinion. A20 is good headset, bit with poor price/performance ratio.",negative
Breaks way too easily.  this is my second pair after the originals died,negative
This antenna is great picks up station I didn't even know I had access too light as a feather easy to move,positive
"My plasma TV's HMDI port is broken and recently my DVD player broke, so I go a new DVD player which has no component outputs.  I purchased this product, which works great and keeps me from buying a new TV. My only complaint is that it was promised delivery on a Tuesday and arrived several days later. Oh, the big blue led is a very bright in a dark room, not a big deal, I just covered in masking tape.",negative
Works and seems waterproof but its low powered. Easier to hear my phone through a waterproof case than this speaker.,negative
"I want to like these earbuds because I do fornthemmost part. But these earbuds fall out of my ears often. I find myself forcing them to stay inside my ears. To be fair though, I do use ear cleaner to clean out excess wax build up in my ears. The cleaning solution makes my ears wet but even when they're dry the ear buds still fall out after a while.",negative
"It's okay, but it's not exactly what I was thinking of the product.",negative
This only lasted me three months before it stopped working. One ear bud went out then within a couple of hours it was gone completely. It was good while it lasted but not worth it.,positive
These headphones are cheap smh the first day I received them in the mail they wasn't even working.,negative
"the speaker sounds GREAT.  But the unit stop working less than 2 years later.  We contacted TDK.  No help.  They referred us to a subcontractor....USELESS.  Just a frustrating process for a product that was highly recommended.  In summary, we contacted TDK, they sent us to a approved vendor, the vendor referred us back to TDK after they weren't able to help.  WOW<br /><br />Read the below email:<br />Please contact TDK support regarding repair of your A33 Speaker at 800-285-2783.<br /><br />We are only a fulfillment center for TDK batteries/adapters and do not have information about functionality nor do we perform repairs.<br /><br />If wishing to place an order for a Battery/AC Adapter, see information below:<br /><br />Unfortunately, we are out of stock of your TDK A33 battery.  These are on back order until the beginning of September.<br /><br />Once in stock, these batteries will cost $22 (including shipping to continental US).<br /><br />We have the AC adapters in stock at $20 (including shipping to continental US).<br /><br />Please contact us at 847-439-3500 to order/preorder and make payment.<br /><br />Please note that these batteries and AC Adapters are brand new. There is no warranty provided. All sales are final.",positive
This antenna would not receive any channels further than 5 miles from my home,positive
It is great my whole family connects their phones and I pods to the bose 10 now it sounds great we love it! Thank you for your outstanding customer service!,positive
"I am glad to find one that i can buy online with my card, enjoying fun times with the ps2.",negative
"Really good headphones, but my husband doesn't like how heavy it is compared to earbuds...<br />Returning costs $8 so we will sell or gift",positive
this is a typical HDMI cable when it worked it was awesome but since i hooked it to my laptop frequently to my TV but with the repeated usage it caused the metal end to fail and it got stuck in my laptop but that is typical of 90% of the HDMI cables on the market,positive
Not the best MP3 player. Does the trick. Holds a lot. The buttons are a little strange to get used to. Seems like they built it backwards. The menu button is often the &#34;enter&#34; button and the play button does nothing unless you are looking at a specific song. It also doesn't allow shuffling between folder unless you dump everything into one folder. However for just a jog or for an extra car mp3 player it works fine. Pretty looking too. Very light and small. Very loud.,positive
Not a perfect product as in the review.<br />Poor sound quality. You can get the same kind of quality with cheap head set as well.,positive
Wanted to make a quality purchase for my wife. Thought I did this with the Powerbeats 2. Boy was I wrong! You would think for $200 they would last longer than 6 months. The headphones were great when they worked. They now will not charge at all. Just get a red light and will not reset to take a charge. Do NOT buy these headphone! Also will not buy big ticket items from Amazon anymore. They are no help when it comes to issues like this. Better off to go to Best Buy were you can talk to someone face to face to resolve an issue.,positive
"I have to agree with some of the other reviewers.  This clock is BRIGHT!  I sleep like a rock, so this isn't a problem for me.  All the same, I'm thinking of putting some window tint on the front of it to dim the lights a bit.  That said, I LOVE the deep blue color.",negative
"I ordered with expectations that it will be able to replace the ear phone i got with my sony xperia phone.<br />But this is just a normal ear phone, the sound quality is below average. volume buttons are not working for me when used with my xperia.<br />remote is not functional while playing audio, only works with calling<br />This crap is not even worth a dollar or two.",negative
"Better than the previous version of this product that I had as far as it not starting over a section if I walk away from it for too long. Not as good as far as the locking mechanism goes. The old one had and switch you would move downward to lock it and you didn't have to worry about accidentally unlocking it. This one you just push the on off button to lock and unlock, so it's easy for it to unlock if it's in your pocket or your purse, which would be the whole reason to lock it. You would push this button down and hold it to turn if off and just quickly push it to turn it back on. Same button you would you to lock. Just not a very sufficient system. But I do love that I don't have to sit thru part of a section I just listened to because I had to go do something mid section and couldn't wait.",positive
"The spindle is cheap.  It seems like there's a fair number of &#34;duds&#34; in the bunch, though.",negative
"This is my first mount I bought on sale.<br /><br />I am a basic user, but it's working well for me. I mounted a 27&#34; QNIX monitor to it with smaller screws since my monitor is much lighter than a TV. The adjustments are small, but I paid for this basic one for a little tilt control and X plane movements. It allowed me to have it just above my ultrawide monitor, which IMO looks better and either way, the ultrawide necessitates neck craning left/right or up above for me.<br /><br />They provide a bunch of options and the extras, which are nice but not necessary and just tack on extra costs. Braided HDMI specifically looks like it costs a bit.",negative
I'm on my second unit. Dropped and broke the first one. Gives my iPad a great bass boost. Easy to charge while not in use.,positive
It didn't have the range I needed. I have about 30 miles to the towers but didn't the channels I needed. I did get some channels that we're on a closer tower. Maybe 20 miles to those towers.,negative
"Unfortunately, I bought two of these and quickly stopped using them.  The only reason that I bought the remotes was simplify things after I purchased a sound bar.<br /><br />Setting up the remotes wasn't particularly difficult, but it is actually simpler to just juggle 4 or 5 separate remotes than to use this one.  If one device doesn't turn off when you use the &#34;All Off&#34; button, be prepared to go through a series button pushes to fix it.  Or, more simply, just walk over and turn off the offending device.<br /><br />My daughter accidentally touched the wrong button and it launched Netflix.  Of course, this means the &#34;all off&#34; button doesn't turn off the cable box, so it was easier just to walk over and press the button.",negative
These are extremely comfortable and the sound was very good. Love the way they fold for packing in my backpack with my laptop and iPod. They work extremely well with my iPhone and iPad as well. As with all of the Panasonic products I own these seem to be well made and sound great.,positive
Sounded great indoors but not so great outdoors which is what we would be using it for the most.,positive
Sent it back. Not worth the $20 because it didn't work.,negative
"Not as clear as expected, sometimes have to stop backing to wait for interference to clear, but overall, it is what I expected for the price.",negative
Works perfect. Very tight connection not loose like a lot of other products. Definitely recommend,positive
Arrived on time. I purchased them for my nine year old daughter and she's loving them. I would order again.,negative
"This charger worked well for four months, though it always easily fell out of both the wall and out of my Fire tablet, and had to be handled with that in mind while charging.  Unfortunately, over the past week or so it has become much more glitchy, delivering an inconsistent charge, sometimes not charging at all.  The wire connects without bends or fraying on either end, but as of today, it has completely stopped working.  I like the extra length this charger provides, and it worked decently until now.  Is 4-5 months the routine lifetime for this type of item?  My longer iPhone charger, also purchased here, is still going strong after a year or so, with no quality issues whatsoever.  Anyway, time to buy another charger for this tablet.  I wish I'd gotten more service out of this purchase.<br /><br />Update:  Because this item has a 24 month replacement guarantee, I contacted Amazon regarding the failure of my charger after 4-5 months.  I was immediately offered a free replacement which arrived with 1-day expedited shipping!  The new cord, as well as working flawlessly, has a design improvement:  both the plug end and the little usb end fit snugly and hold securely, unlike their predecessor.  Big improvement.  All in all, I couldn't be happier with my replacement, nor could I be a more satisfied customer.  Thank you, Amazon!",positive
Works like a dream.  I'm using this for the tvs in my guest rooms that don't get a lot of use.  Why pay the cable company?  I live in suburban Maryland and get at least 20 channels. It'll save me $240 a year in cable costs!,positive
Fit perfectly to my 32&#34; in the corner where I wanted it.,positive
"They're good, it might just be my slight non understanding at technology but when I use them as a pair they stutter and fail to connect sometimes. But all in all, they're working great and I'd recommend them to people who want them.",positive
Had to cut and modify vertical brackets so they would not stick out past bottom of screen fabrication process must have not tried a tv on it and seen flaw but after all my tv is mounted and all is good for price I purchased it for.,positive
"I actually thought I had received a bad bulb or that this style wasn't actually compatible with my Toshiba 65hm167 and ordered another one.<br /><br />Upon receipt, the actual casing that this comes in would not fit in my tv completely.  I had read others state this about replacement bulbs so I was aware that it might be an issue.  I put this bulb in my factory casing and tried it and it still did not light up.  Therefore I decided to order another bulb from somewhere else to test it before I trashed the tv.  The new bulb worked so I decided to actually test this and just removed the rear half of the housing and then pushed the plug into the socket by hand.  At that point, this bulb lit up and started working correctly and is currently in my TV set.",negative
"the remote manages the devices, but apparently when using it with my home theater, it lacks the programming to appropriately shift from one input to the other.... ie. HDMI1 to HDMI2.... other than that, works great",positive
"I purchased these many times before and they are a very good product, I'm giving it three stars because of the $15 price jump since the last one I purchased earlier this year...",positive
"Does exactly as expected and at a great price. I bought ten this time, about the same amount in the past and will be buying more. I have a business overseas and these are invaluable if you send small devices from the US that are unavailable there or are ridiculously expensive when sourced locally. These transformers make it cost effective to ship the devices from the US.",positive
"Excellent piece of equipment.  The one this replaced saved a computer and 2 printers during a lightning strike.  The strike burnt out the Back-UPS, but it did it's job, it saved everything plugged into it.  I own 3 of these.  Obviously I am a big fan and have been for a long time.  When you live in FL, use APC equipment.",positive
"I really want to give this at least 3 stars, or 4, but sticking with 2. Assembly wasn't too bad, instructions were sparse but complete enough. Noticed a few holes didn't appear to be cleanly threaded for bolts, but went together well enough - or so I thought.<br /><br />As I was putting it together, once I had caster arms and main support assembled, something seemed off. Couldn't place it at this point,,though. So continued assembly. It wasn't until I mounted TV to it that I was sure something wasn't right... Mounted a 53&#34; Samsung plasma set to it, so maybe 42&#34; wide... Measuring the top corners of the TV down to floor clearly showed the problem. One side was a good 1.5&#34; higher than the other side.<br /><br />There's no squaring the unit during assembly - all holesare pre-drilled and threaded, so it's supposed to just bolt together, and bingo, rolling TV stand. So the only way to try to level it was by adjusting casters, but with rear two casters being so close together, I was not able to make sufficient adjustments to fully level unit.<br /><br />Other than not being level, it looks great. Read another review indicating pieces received were bent. For mine, the top left of the main support was slightly bent, but this did not have a structural or assembly impact. Nor was the center support bent, not straight, in anyway. Believe issue with mine was in lower caster arms. I suspect these were not square, at least not relative to each other, resulting in overall assembly leaning in one direction once they were attached to pre-drilled/threaded holes on bottom of main support.<br /><br />Again, it looks great at first glance, and assembled easy enough. But with TV mounted, it is clearly not level, which makes it seem very cheap.",negative
the sound is not very good quality for the price you pay,positive
"WRONG INFORMATION regarding item weigh. There is indicated 1 pounds, WRONG!!!!<br /><br />Indeed almost 30 pounds without batteries!!!<br />If I knew, i had never bought THIS UPS CASE!<br /><br />In future indicate the correct dimensions and weight!<br />Vakhtang",positive
Very disappointed with this purchase.  It slips and slides and will not stay in place.,negative
Simple and easy install. Product was exactly as described. Thank you!,positive
"Very easy to set up and organize your media library.  Perfect for DVDs, BluRays and Video games.",positive
Give some  problems with my galaxy s5  ur worked with alcstel phone don't know why,negative
"maybe I'm too far away from the stations,  I got poor results",negative
This is the first time I have ordered an item on line. I am returning it because the item was defective. I will try it one more time.,positive
Sound is amazing regardless of where you put it in a room.  Works well with ITunes airplay.  Using the app from your phone to optimize the sound from the system by sensing the environment and size of room is just an amazing piece of technology.  I love it and am now using it daily to listen to my music.  Goodbye to my Bose system!,positive
Did not work with my ameda purely yours pump. Luckily was able to reuse with my sons keyboard,positive
"The concept is great, but when I actually received the item my initial reaction is &#34;meh&#34;. Seems vastly over priced to me.",positive
I like the TimeShaker by iLuv with the exception of setting buttons should be lighted for the price and I have to remove by case to use dock/charger.  I will keep it but cheaply made and not worth the $69.99 that I paid for it.,positive
FM antennas are always somewhat disappointing. This works about as well as anything,positive
"Update: Ive had these headphones for almost a year. While sound quality is decent, i have all sorts of trouble connecting these and keeping them connected to different devices.<br /><br />I like to watch movies wirelessly and i find that they come unpaired when sound isn't flowing through them. I then have to re-pair them and it is spotty at connecting to devices at best.<br /><br />While sound quality is good when they work, ive found myself going back to my cheap 20 dollar wireless buds because i can't get these to connect in many cases...<br /><br />Love these headphones. I've owned these as well as the R+ and the build quality on these is phenomenal. They also look quite a bit more premium.<br /><br />The padding on them is more comfortable as well. Both the ear ups and the band on your head are better padded.<br /><br />Sound quality is good. I'm not 100% sold on the 3D. It sounds good for movies and stuff, but it's not 7.1, it's simulated so it's not as good in that department. Also, it's worth noting that 3D only works on Bluetooth. It doesn't work while wired into anything. Also, these are more balanced than the R+. So if heavy bass isn't your thing, you might like these better than the R+.<br /><br />I also love the case. Carrying the R+ around was awkward because they didn't fit in my bag. Now I just hold these in the case by the handle with my bag. It's great.<br /><br />Overall, quite satisfied with the headphones.",positive
This product worked excellent for 3 months then the HDMI outputs 1 and 2 stop working. I world have given it 5 stars.,positive
"After three months the battery went to almost nothing.  It is cheap in look and feel but also cheap in price.  Still, a  decent rechargeable battery is simple technology.  C'mon, you can do better!  So, it's a throw away.",negative
I messed up and ordered the wrong size but I'm not returning because I'll use it for another TV .,positive
"Just bought my second bulb.  The first burned out in just a couple of months, didn't expect that.",positive
This product works great despite severe hearing problems.  I can't imagine it not being able to wake someone between the very loud alarm and the vibrations of the pod.  Easy to use and there are adjustments for the loudness and tome of the alarm as well as a dimmer for the LCD brightness.<br /><br />It is a bit larger than we thought it would be (perhaps I didn't check dimensions before ordering) so be aware this is pretty big for your nightstand.,positive
"The horizontal adjustment does not lock in place. Great mount, but a bit finnicky in that regard.  Once it is set, it's pretty good, but if I have to move the TV I don't feel like getting the level back out.",positive
"Poor reception, got better reception from the cheap wire that plugs into back of my tuner. My favorite station is only 1/4 mile away, and it won't come in at all unless I stand there and hold this thing by hand. Will be returning.",negative
Everyone of the charging cords broke. They are sturdy but they stopped working within using the cord 3 times... DO NOT BUY,positive
"this is the biggest piece of crap alarm clock!! for some reason, it was going off at 1:30 AM but is set for 4:30. I wish I had the packaging so I could return it. I should have just taken a 20 bill and burnt it rather than purchasing this.",positive
"Doesnt go as loud as i like, and my phone has trouble syncing to it. Also, the buttons are backward. You have to hold down the button to turn up the volume, so its hard to get it at the right volume, and press the button once to skip the song.",positive
Very convenient to have to use with my Kindle.  For the price it is a decent extra speaker.  Don't expect big sound from it and you won't be disappointed.,negative
This product is on its way back to Amazon. It failed miserably in picking up even the most local stations. All seven stations(Wow) just broke up continuously. The amplifier made no difference. I cannot recommend this product.,negative
Don't fit my ears. Feel like cheap crap and they won't stay on my head,negative
Wrong one for APC Model BE350G. It is bigger than the original.,negative
These are a waist of money after only having them less then one year theyve begun giving my tv a green screen whenever you try to watch anything.  They are sooooo lying about them not breaking being braided,positive
"I am giving this product only three stars solely on the fact  that these headphones would often fall out of my ears when I would sweat. I am a long distance runner, and have found that once I begin working up a sweat that these headphones have a hard time staying in place.",positive
"I got these specifically for running.  They aren't great.  If you don't get them in just right, they start to fall out once I get sweaty.  It's next to impossible at that point to keep them in.",positive
Does the trick but wouldn't recommend it they fall out easy and doesn't fit there ear good,positive
it moves a lot and it doesn't keep the same location..frequently you have to put in place,positive
"these quit working about 2 months ago,  they were xmas presents for my husband,  I see they have a one year warranty but I need  advise on how to get them looked at. If it has a 1 year warranty how do i go about getting them fixed.",negative
"This is a really cool MP3 player. Truthfully, this seems like a dying technology, since most everyone can listen to music on their phones without the need to carry an extra device. But the best selling feature for this one, is the compact size. It's very thin and light; smaller than a rectangular pack of gum, for sure. There's a power button on the top edge that simply slides on and off.<br /><br />The navigational controls are a tad clumsy but work well enough once you get used to them. The menus and OS feel a tad antiquated and can be a little small to read, but again, once you learn this gizmo's particular quirks, all is copacetic. The screen has a nice color range and is clear and easily viewable.  File transfers are rather slow, it took me about an hour to move 5gb of music and videos, with a substantial decrease in performance if you try initiating more than one transfer at a time.<br /><br />Music quality is quite nice. The player doesn't go near loud enough for my tastes, but a pair of Beats headphones remedied that issue. Videos played well enough, but the tiny screen soon shows its limits. The ear buds are of decent quality, and the whole thing comes in a cool, clear plastic, hard case. This would make a nice gift for a kid.<br /><br />Overall, I'd say this is a really nice quality MP3 player with some decent features.  The price is certainly right, and it comes in lots of cool colors.",positive
The volume was not good and did not stick to my bathroom wall,positive
"Not the best quality, but that's to be expected for the price. I have bought lamps for my other TV's though for this price that did work great. I would not by this product again.",positive
These only lasted a little while before breaking... boo. :/,positive
Awesome Sony headphones for my don to use with his iPad.,positive
Great little radios good battery life. I use them as wireless headsets for my TV audio transmitter.,positive
Molding was ok but on one of the ear pieces did not hold onto the ear bud well. The sound quality is not poor but it's not great. I was hoping for great noise isolation but it was just ok. If the sound quality were good and the noise isolation were better I would have dealt with the other issue and kept them. I returned the Decibulz and went back to my Bose headphones which have a fantastic sound and stay in the ear well but do not isolate the sound.,negative
"I paid $35 for a small G-Project's G-Grip that sounds about as good as this one. NFC doesn't work as advertised. Not sure why. IMHO, at this price point, I would go for the G-Boom or G-Grip.",positive
"When they work, they work well; comfy, good quality, and great microphone connectivity.<br />Try as I might, though, I just can't get them to work consistently. These go through long periods of time where the sound just breaks up, like a cell phone call going through a tunnel. It will be crystal clear for a few seconds, then become completely garbled, even if I haven't moved at all in relation to the receiver. I will be returning these and trying another brand, because they have become completely useless.",negative
"This product won't support subscribed music from sites like Rhapsody and the like. There are many features, but really do your homework before purchasing. It is a good value for the price and it is very compact. The pictures make it look large like a phone but it's slim and small.",positive
"Junk. DOA. Confirmed with two other cables. By pushing in on the wire near the head, then gets signal.",positive
did not fully charge unsure if ups backup was defective ..just threw out the whole thing and bought new unit,positive
"Sound quality is pretty decent. My only complaint are the led lights, they worked property during five minutes and then never got to work again",positive
"Much better than the OM/one.  This unit is easy to position over its magnetic field, it sounds better and looks better.  Levitates the same height as the OM/one.  BT CONNECTIVITY IS A BREEZE?  This is a Maoxo.",positive
Love! Most definitely worth the money! Took it on a float trip and it was loud!!! Great sound and Bluetooth works great! Battery lasted more than 8hrs!,positive
"Does not work for Shark SV800 N 54 vacuum, waiting to see if company will take it back and refund my money!!",negative
Got two of these and both are now broken within six months. The cord is weak and flimsy and separated from the ear housing.,negative
"The sound and quality of this product is fantastic and I would recommend this to anyone. The only thing that was messed up was that the box was damaged, maybe it was the shipper and the changeable ear pieces did not come in right. It came with only left sided pieces, I was pretty bummed about it but overall it was a good product",positive
"I don't regret this purchase at all. Its an amazing little record player for the price. It doesn't have the best speakers, but that can be fixed fairly cheaply with the output jacks in the back. I quickly plugged it into a set of computer speakers and its wonderful. The speakers aren't that bad though. If you aren't an audiofile it's fine.<br /><br />I travel with this turntable and was worried it wouldn't make it across the country on my last trip, but it did and still works and looks great.",negative
"They are comfortable and fit well, the only drawback is they can get sticky.",negative
I really researched this item because I own a wave II player (before bluetooth) so it plugs in perfect. It would not link up to my player. Called Bose... the tech tells me it wont work with my unit. i will have to pay 80$ for another adapter (my unit plugs in perfectly) I go online and find there is a cd Bose can send me (for free) to update my unit which will allow my player to except the unit. &#34;Money rules everything around you yall!!&#34; Too much owner involvement for the cost of the adapter... .. .,positive
"I want to love these headphones. Sound is as advertised, excellent for the price range. The actual build quality overall appears to be solid, at least initially. However upon closer review, the single function &#34;Bluetooth/Power&#34; switch is inelegant and is at times unreliable as a power off / on switch. Also, if you look at  pictures and videos posted on-line, the headphone/power connector is off center and not &#34;seated&#34;  in the plastic housing. I am sure this is most likely ok in term of functionality; aesthetically it makes the headphones look unfinished and cheap. The charging cable has a 2.5 mm jack, why not use a mini USB like most other headphones? I will probably keep these as my primary commuter cans. They fold nicely and sound just a tad bit more rich than my Jabra Move headphones. The JBL's also isolate sound better than my toughly built Jabra Move head phones. However, the build quality of the Swedish designed Jabra's are just better than the JBL's. C'mon JBL, give the E40BT replacement a separate power slide on/off switch and stand alone LED status light. Also, seat the jack connector properly. If you did all of that I would most likely have scored a solid 5 star.",positive
"Sound good but they slip off the head to easily. Also, the 2 Bluetooth pairing is annoying. I would prefer a one pair lock option.",positive
Good little speaker. Connects easily and intuitively. Not as loud as i wanted but its alot better than your phones speaker or any of those little collapsable speakers. Cant go wrong for the money.,positive
"Super cheap, and they're still going more than a year of exercising 5 days a week.",positive
"Sound is horrible and distorted, better iff with jbl clip for around the same price",positive
"Wow. This cable absolutely ruins audio clarity, which I did not think was possible in such a short, simple cord. Also, it's only half the length shown in the picture. Absolutely ruins the ability to enjoy music. As soon as I removed it, my audio quality came back. Do not buy this part. It turns your audio into garbage.",positive
Everything came on time. Unfortunately two broke when putting CD's in the case.,positive
"A little too small. Causing pressure at top of head band. Earcups fit well, sound was good. Highs and mids are accurate and not hyped. Low subs are amazing. Among the best I've heard. Unfortunately in the mid bass to higher bass, there is some of the classic resonance that happens with standing waves in, an enclosed environment. If these were larger and they'd found a way to resolve that resonance issue (or made an open version with the same bass response, which I know isn't easy) they would be ideal or on par with Audeze even.",positive
"Great so far...had some difficulty when paring between devices, but it is working.  My only real concern is the quality of the materials used, which makes me very careful with how I take the phones on and off, and where I place them.  This is a great deal for the price.",positive
It doesn't work.  I hooked up my portable speaker and it's not working.,positive
"Thought this Voomote would work with my iPhone 6 (with an adapter) once again, got burned. My fault though for not reading. So it's really my b for trying old tech out on &#34;new&#34; products.",positive
"The Sound Is Great, almost nothing wrong with them. The feel nice to the touch and have great accessories.  The ear tips are nice and comfortable while the carrying case is hard and Durable .",positive
"These batteries have been working great for me.<br /><br />Capacity tested at 715mAh.<br /><br />Works and fits in two different flashlights.<br /><br />This is my fourth purchase of Foxnovo rechargeable batteries, and I have the 18650 and 14500 sizes too. You will not be disappointed by the rating when you purchase this brand.",positive
"Very good quality, only thing I dont like is that when you put them in or press them against your ear, the pressure pusher air inside the earphone and makes a weird sound. Other than that great sound quality and the price makes it even better.",positive
"I bought this for my husband he loves it, so I bought it for myself too. 09/18/2015 UPDATE: Originally loved the item(s), but both Sansa Clips are now malfunctioning: Can't get either one to turn on. After several troubleshooting recommendations tried, I've given up! Will NEVER buy another SanDisk product EVER again!!",positive
"It only lasted for 5 HOURS!  We are returning it to the seller, but they will take $5 for restocking fee.",positive
"I would give it three stars because the found is very good, but once you use them for a while, you earwax starts to stick to them and it gets very disgusting. Also the ear buds don't fit on you ear that well. So I'm only giving it three stars because of the sound.",positive
"I bought two of these and the sound quality is great, especially for taking my students out for PE.  The carrying sack that came with each speaker makes it much easier to carry around.",positive
"I purchased this approx. two years ago and it just stopped working all together.  The speaker volume is very low, so don't expect to use it to enhance sound when watching movies on your computer or streaming music from your phone.  Overall, it was worth the money, but I will not purchase another one.",negative
